NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
2402.0,1654735733.0,18.62,52.3,40.0,400.0,13197.0,20123.0,939.6,0.97,1.01,6.7,1.045,0.024,2402.0,0
2412.0,1654735743.0,18.512,53.49,51.0,400.0,13184.0,20111.0,939.61,1.07,1.11,7.34,1.144,0.026,2412.0,0
2422.0,1654735753.0,18.404,52.7,2.0,400.0,13217.0,20154.0,939.62,1.08,1.12,7.45,1.162,0.026,2422.0,0
2432.0,1654735763.0,18.295,48.26,38.0,400.0,13196.0,20120.0,939.604,1.19,1.23,8.16,1.273,0.029,2432.0,0
2442.0,1654735773.0,18.186,47.27,9.0,400.0,13221.0,20150.0,939.632,1.13,1.17,7.75,1.208,0.027,2442.0,0
2452.0,1654735783.0,18.076,50.22,13.0,400.0,13210.0,20142.0,939.632,1.12,1.17,7.73,1.206,0.027,2452.0,0
2462.0,1654735793.0,17.966,53.17,14.0,400.0,13215.0,20148.0,939.643,1.25,1.3,8.63,1.346,0.03,2462.0,0
2472.0,1654735803.0,17.855,54.07,9.0,400.0,13221.0,20156.0,939.61,0.89,0.93,6.14,0.958,0.022,2472.0,0
2482.0,1654735813.0,17.744,49.98,0.0,400.0,13229.0,20175.0,939.596,1.02,1.06,7.03,1.096,0.025,2482.0,0
2492.0,1654735823.0,17.633,47.75,6.0,400.0,13219.0,20166.0,939.613,1.07,1.12,7.39,1.152,0.026,2492.0,0
2502.0,1654735833.0,17.521,46.98,27.0,400.0,13215.0,20143.0,939.616,0.85,0.89,5.87,0.915,0.021,2502.0,0
2512.0,1654735843.0,17.409,50.85,42.0,400.0,13194.0,20126.0,939.637,1.01,1.05,6.97,1.087,0.025,2512.0,0
2522.0,1654735853.0,17.297,52.97,60.0,400.0,13186.0,20114.0,939.607,1.1,1.15,7.59,1.184,0.027,2522.0,0
2532.0,1654735863.0,17.184,53.55,63.0,400.0,13190.0,20109.0,939.625,0.98,1.02,6.77,1.056,0.024,2532.0,0
2542.0,1654735873.0,17.071,48.99,49.0,400.0,13204.0,20127.0,939.627,0.82,0.85,5.62,0.877,0.02,2542.0,0
2552.0,1654735883.0,16.958,47.22,58.0,400.0,13200.0,20118.0,939.631,0.64,0.67,4.42,0.69,0.016,2552.0,0
2562.0,1654735893.0,16.844,46.55,64.0,400.0,13193.0,20113.0,939.612,0.81,0.84,5.55,0.865,0.02,2562.0,0
2572.0,1654735903.0,16.73,50.97,80.0,400.0,13195.0,20097.0,939.622,0.9,0.94,6.22,0.97,0.022,2572.0,0
2582.0,1654735913.0,16.615,52.84,63.0,400.0,13197.0,20106.0,939.633,0.85,0.88,5.83,0.909,0.021,2582.0,0
2592.0,1654735923.0,16.501,53.52,67.0,400.0,13196.0,20105.0,939.637,0.89,0.93,6.15,0.959,0.022,2592.0,0
2602.0,1654735933.0,16.385,48.95,53.0,400.0,13210.0,20121.0,939.653,1.03,1.07,7.1,1.107,0.025,2602.0,0
2612.0,1654735943.0,16.27,47.02,67.0,400.0,13199.0,20112.0,939.643,0.97,1.01,6.67,1.039,0.023,2612.0,0
2622.0,1654735953.0,16.154,46.53,64.0,400.0,13209.0,20111.0,939.657,0.93,0.97,6.4,0.998,0.023,2622.0,0
2632.0,1654735963.0,16.038,51.18,70.0,400.0,13201.0,20107.0,939.637,1.0,1.04,6.9,1.076,0.024,2632.0,0
2642.0,1654735973.0,15.922,52.76,63.0,400.0,13200.0,20113.0,939.656,1.22,1.27,8.4,1.309,0.03,2642.0,0
2652.0,1654735983.0,15.805,53.33,85.0,400.0,13193.0,20099.0,939.655,1.06,1.1,7.26,1.132,0.026,2652.0,0
2662.0,1654735993.0,15.688,48.31,75.0,400.0,13199.0,20103.0,939.65,1.0,1.04,6.9,1.075,0.024,2662.0,0
2672.0,1654736003.0,15.571,46.63,74.0,400.0,13192.0,20091.0,939.655,0.95,0.99,6.53,1.019,0.023,2672.0,0
2682.0,1654736013.0,15.453,46.03,93.0,400.0,13187.0,20075.0,939.662,1.04,1.08,7.12,1.111,0.025,2682.0,0
2692.0,1654736023.0,15.335,50.93,107.0,400.0,13183.0,20068.0,939.658,1.06,1.11,7.33,1.142,0.026,2692.0,0
2702.0,1654736033.0,15.217,52.41,88.0,400.0,13197.0,20089.0,939.653,0.96,1.0,6.6,1.03,0.023,2702.0,0
2712.0,1654736043.0,15.099,53.06,77.0,400.0,13206.0,20108.0,939.664,1.02,1.06,7.03,1.096,0.025,2712.0,0
2722.0,1654736053.0,14.98,47.76,77.0,400.0,13195.0,20094.0,939.643,1.19,1.24,8.22,1.281,0.029,2722.0,0
2732.0,1654736063.0,14.861,46.29,101.0,400.0,13188.0,20090.0,939.638,0.98,1.02,6.75,1.053,0.024,2732.0,0
2742.0,1654736073.0,14.742,46.24,141.0,400.0,13169.0,20048.0,939.624,1.01,1.05,6.98,1.089,0.025,2742.0,0
2752.0,1654736083.0,14.623,51.15,115.0,400.0,13172.0,20055.0,939.62,0.93,0.96,6.37,0.994,0.022,2752.0,0
2762.0,1654736093.0,14.503,52.26,117.0,400.0,13181.0,20057.0,939.606,0.94,0.98,6.48,1.011,0.023,2762.0,0
2772.0,1654736103.0,14.383,50.6,87.0,400.0,13194.0,20082.0,939.607,1.09,1.13,7.48,1.166,0.026,2772.0,0
2782.0,1654736113.0,14.263,46.66,119.0,400.0,13182.0,20058.0,939.633,1.05,1.09,7.21,1.125,0.025,2782.0,0
2792.0,1654736123.0,14.143,45.82,119.0,400.0,13177.0,20054.0,939.631,0.98,1.02,6.77,1.056,0.024,2792.0,0
2802.0,1654736133.0,14.022,48.69,140.0,400.0,13161.0,20042.0,939.651,0.93,0.97,6.43,1.002,0.023,2802.0,0
2812.0,1654736143.0,13.902,51.41,127.0,400.0,13165.0,20044.0,939.627,0.92,0.95,6.31,0.984,0.022,2812.0,0
2822.0,1654736153.0,13.781,52.31,129.0,400.0,13171.0,20048.0,939.656,0.95,0.99,6.53,1.019,0.023,2822.0,0
2832.0,1654736163.0,13.659,48.63,111.0,400.0,13180.0,20066.0,939.66,0.91,0.95,6.27,0.978,0.022,2832.0,0
2842.0,1654736173.0,13.538,46.42,105.0,400.0,13188.0,20069.0,939.649,1.1,1.14,7.54,1.175,0.027,2842.0,0
2852.0,1654736183.0,13.416,45.7,110.0,400.0,13175.0,20068.0,939.649,1.04,1.08,7.16,1.116,0.025,2852.0,0
2862.0,1654736193.0,13.295,49.09,140.0,400.0,13156.0,20030.0,939.676,0.85,0.88,5.82,0.908,0.02,2862.0,0
2872.0,1654736203.0,13.173,51.46,139.0,400.0,13154.0,20033.0,939.649,0.8,0.83,5.49,0.856,0.019,2872.0,0
2882.0,1654736213.0,13.051,52.21,132.0,400.0,13162.0,20038.0,939.655,0.94,0.98,6.5,1.013,0.023,2882.0,0
2892.0,1654736223.0,12.928,48.14,133.0,400.0,13170.0,20037.0,939.642,0.99,1.03,6.84,1.067,0.024,2892.0,0
2902.0,1654736233.0,12.806,46.14,144.0,400.0,13160.0,20025.0,939.638,0.87,0.9,5.98,0.932,0.021,2902.0,0
2912.0,1654736243.0,12.683,45.4,146.0,400.0,13158.0,20020.0,939.646,1.25,1.29,8.57,1.337,0.03,2912.0,0
2922.0,1654736253.0,12.56,49.69,160.0,400.0,13155.0,20018.0,939.619,1.01,1.05,6.94,1.082,0.024,2922.0,0
2932.0,1654736263.0,12.438,51.55,148.0,400.0,13158.0,20022.0,939.63,0.93,0.97,6.43,1.003,0.023,2932.0,0
2942.0,1654736273.0,12.314,52.13,161.0,400.0,13153.0,20016.0,939.631,0.8,0.83,5.51,0.86,0.019,2942.0,0
2952.0,1654736283.0,12.191,47.54,140.0,400.0,13164.0,20027.0,939.62,0.84,0.87,5.76,0.899,0.02,2952.0,0
2962.0,1654736293.0,12.068,45.78,155.0,400.0,13155.0,20024.0,939.611,0.91,0.95,6.29,0.981,0.022,2962.0,0
2972.0,1654736303.0,11.944,45.2,164.0,400.0,13150.0,20009.0,939.642,0.92,0.96,6.36,0.993,0.022,2972.0,0
