NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
1800.0,1654735131.0,24.146,50.96,66.0,400.0,13107.0,19971.0,939.621,0.67,0.7,4.62,0.721,0.016,1800.0,0
1810.0,1654735141.0,24.073,53.84,54.0,400.0,13121.0,20001.0,939.648,0.76,0.79,5.22,0.814,0.018,1810.0,0
1820.0,1654735151.0,24.0,54.78,53.0,400.0,13116.0,19996.0,939.63,0.83,0.86,5.73,0.893,0.02,1820.0,0
1830.0,1654735161.0,23.925,51.86,33.0,400.0,13138.0,20021.0,939.609,0.68,0.71,4.68,0.73,0.016,1830.0,0
1840.0,1654735171.0,23.85,48.66,58.0,400.0,13124.0,19999.0,939.607,0.7,0.73,4.82,0.751,0.017,1840.0,0
1850.0,1654735181.0,23.774,47.72,52.0,400.0,13125.0,20000.0,939.598,0.56,0.58,3.84,0.599,0.014,1850.0,0
1860.0,1654735191.0,23.698,50.43,83.0,400.0,13107.0,19971.0,939.606,0.77,0.8,5.27,0.822,0.019,1860.0,0
1870.0,1654735201.0,23.62,53.28,83.0,400.0,13107.0,19973.0,939.591,0.95,0.99,6.56,1.023,0.023,1870.0,0
1880.0,1654735211.0,23.542,54.16,79.0,400.0,13113.0,19978.0,939.624,0.91,0.94,6.24,0.972,0.022,1880.0,0
1890.0,1654735221.0,23.464,51.23,62.0,400.0,13128.0,20001.0,939.633,0.74,0.77,5.12,0.798,0.018,1890.0,0
1900.0,1654735231.0,23.384,48.13,61.0,400.0,13130.0,19989.0,939.637,0.63,0.65,4.33,0.675,0.015,1900.0,0
1910.0,1654735241.0,23.304,47.35,65.0,400.0,13119.0,19981.0,939.612,0.6,0.63,4.15,0.646,0.015,1910.0,0
1920.0,1654735251.0,23.223,50.07,80.0,400.0,13109.0,19967.0,939.603,0.62,0.64,4.24,0.661,0.015,1920.0,0
1930.0,1654735261.0,23.142,52.96,82.0,400.0,13112.0,19978.0,939.617,0.55,0.57,3.75,0.585,0.013,1930.0,0
1940.0,1654735271.0,23.06,53.97,74.0,400.0,13119.0,19978.0,939.61,0.65,0.68,4.49,0.7,0.016,1940.0,0
1950.0,1654735281.0,22.977,51.2,40.0,400.0,13137.0,20015.0,939.604,0.6,0.62,4.12,0.643,0.015,1950.0,0
1960.0,1654735291.0,22.893,48.12,63.0,400.0,13123.0,19995.0,939.57,0.8,0.84,5.54,0.864,0.02,1960.0,0
