NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
2404.0,1654735735.0,18.599,52.6,38.0,400.0,13189.0,20127.0,939.595,0.98,1.02,6.78,1.057,0.024,2404.0,0
2414.0,1654735745.0,18.49,53.59,32.0,400.0,13191.0,20121.0,939.614,1.07,1.11,7.38,1.151,0.026,2414.0,0
2424.0,1654735755.0,18.382,51.23,12.0,400.0,13205.0,20134.0,939.618,1.08,1.12,7.45,1.161,0.026,2424.0,0
2434.0,1654735765.0,18.273,47.83,40.0,400.0,13201.0,20123.0,939.612,1.21,1.26,8.32,1.297,0.029,2434.0,0
2444.0,1654735775.0,18.164,47.18,6.0,400.0,13227.0,20158.0,939.619,1.14,1.18,7.83,1.222,0.028,2444.0,0
2454.0,1654735785.0,18.054,51.19,25.0,400.0,13209.0,20140.0,939.625,1.17,1.21,8.03,1.253,0.028,2454.0,0
2464.0,1654735795.0,17.944,53.42,2.0,400.0,13214.0,20157.0,939.634,1.15,1.2,7.94,1.239,0.028,2464.0,0
2474.0,1654735805.0,17.833,54.2,3.0,400.0,13224.0,20160.0,939.615,0.91,0.95,6.27,0.978,0.022,2474.0,0
2484.0,1654735815.0,17.722,49.29,0.0,400.0,13229.0,20181.0,939.599,1.01,1.05,6.94,1.083,0.024,2484.0,0
2494.0,1654735825.0,17.611,47.5,11.0,400.0,13218.0,20160.0,939.61,1.02,1.06,7.04,1.098,0.025,2494.0,0
2504.0,1654735835.0,17.499,46.85,16.0,400.0,13216.0,20157.0,939.61,0.91,0.95,6.29,0.981,0.022,2504.0,0
2514.0,1654735845.0,17.387,51.74,53.0,400.0,13188.0,20112.0,939.62,0.99,1.02,6.78,1.058,0.024,2514.0,0
2524.0,1654735855.0,17.275,53.09,63.0,400.0,13189.0,20109.0,939.625,1.12,1.16,7.69,1.199,0.027,2524.0,0
2534.0,1654735865.0,17.162,53.7,39.0,400.0,13206.0,20143.0,939.625,0.97,1.01,6.67,1.04,0.023,2534.0,0
2544.0,1654735875.0,17.049,48.43,54.0,400.0,13204.0,20122.0,939.63,0.73,0.76,5.05,0.788,0.018,2544.0,0
2554.0,1654735885.0,16.935,47.01,57.0,400.0,13197.0,20115.0,939.631,0.76,0.79,5.22,0.814,0.018,2554.0,0
2564.0,1654735895.0,16.821,46.43,99.0,400.0,13172.0,20083.0,939.631,0.77,0.8,5.3,0.826,0.019,2564.0,0
2574.0,1654735905.0,16.707,51.56,69.0,400.0,13198.0,20103.0,939.624,0.94,0.97,6.45,1.006,0.023,2574.0,0
2584.0,1654735915.0,16.592,53.08,59.0,400.0,13202.0,20113.0,939.627,0.85,0.89,5.88,0.917,0.021,2584.0,0
2594.0,1654735925.0,16.478,53.67,45.0,400.0,13210.0,20128.0,939.632,0.92,0.95,6.31,0.984,0.022,2594.0,0
2604.0,1654735935.0,16.362,48.41,55.0,400.0,13206.0,20125.0,939.635,1.06,1.1,7.28,1.134,0.026,2604.0,0
2614.0,1654735945.0,16.247,46.89,54.0,400.0,13206.0,20115.0,939.642,0.91,0.94,6.25,0.975,0.022,2614.0,0
2624.0,1654735955.0,16.131,46.88,75.0,400.0,13192.0,20090.0,939.653,0.94,0.98,6.5,1.014,0.023,2624.0,0
2634.0,1654735965.0,16.015,51.68,64.0,400.0,13198.0,20108.0,939.643,1.13,1.17,7.76,1.211,0.027,2634.0,0
2644.0,1654735975.0,15.898,52.9,74.0,400.0,13191.0,20102.0,939.658,1.19,1.24,8.2,1.278,0.029,2644.0,0
2654.0,1654735985.0,15.782,52.92,61.0,400.0,13208.0,20113.0,939.666,1.06,1.1,7.31,1.14,0.026,2654.0,0
2664.0,1654735995.0,15.665,47.77,69.0,400.0,13197.0,20102.0,939.655,1.03,1.07,7.11,1.109,0.025,2664.0,0
2674.0,1654736005.0,15.547,46.55,90.0,400.0,13189.0,20085.0,939.657,0.96,1.0,6.63,1.033,0.023,2674.0,0
2684.0,1654736015.0,15.43,46.4,125.0,400.0,13168.0,20056.0,939.662,1.03,1.07,7.11,1.109,0.025,2684.0,0
