NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
3.0,1654733334.0,20.044,55.28,0.0,400.0,12390.0,18849.0,939.736,0.0,0.0,0.0,0.0,0.0,3.0,0
13.0,1654733344.0,20.19,51.39,0.0,400.0,12469.0,19317.0,939.758,0.74,3.11,0.0,3.588,2.284,13.0,0
23.0,1654733354.0,20.334,49.83,0.0,415.0,12495.0,19489.0,939.764,0.27,1.12,0.0,1.291,0.821,23.0,0
33.0,1654733364.0,20.477,52.28,0.0,420.0,12486.0,19532.0,939.769,0.11,0.38,0.09,0.434,0.259,33.0,0
43.0,1654733374.0,20.617,55.28,0.0,400.0,12505.0,19565.0,939.757,0.04,0.14,0.03,0.162,0.097,43.0,0
53.0,1654733384.0,20.756,56.6,11.0,404.0,12513.0,19591.0,939.707,0.01,0.03,0.01,0.036,0.022,53.0,0
63.0,1654733394.0,20.894,52.66,0.0,418.0,12536.0,19647.0,939.752,0.18,0.65,0.05,0.742,0.452,63.0,0
73.0,1654733404.0,21.03,50.24,18.0,413.0,12532.0,19626.0,939.772,0.07,0.24,0.02,0.274,0.167,73.0,0
83.0,1654733414.0,21.164,49.31,12.0,420.0,12533.0,19630.0,939.784,0.02,0.07,0.01,0.083,0.051,83.0,0
93.0,1654733424.0,21.296,52.92,35.0,438.0,12526.0,19615.0,939.791,0.01,0.02,0.0,0.023,0.014,93.0,0
103.0,1654733434.0,21.427,55.53,16.0,406.0,12537.0,19629.0,939.788,0.08,0.24,0.14,0.27,0.154,103.0,0
113.0,1654733444.0,21.556,56.62,13.0,401.0,12540.0,19626.0,939.809,0.03,0.08,0.05,0.092,0.052,113.0,0
123.0,1654733454.0,21.684,52.75,0.0,400.0,12563.0,19658.0,939.798,0.01,0.02,0.01,0.025,0.015,123.0,0
133.0,1654733464.0,21.81,50.3,0.0,400.0,12565.0,19658.0,939.773,0.0,0.01,0.0,0.007,0.004,133.0,0
143.0,1654733474.0,21.934,49.38,7.0,418.0,12565.0,19653.0,939.803,0.0,0.0,0.0,0.002,0.001,143.0,0
153.0,1654733484.0,22.057,53.02,20.0,430.0,12554.0,19644.0,939.815,0.1,0.27,0.29,0.307,0.162,153.0,0
163.0,1654733494.0,22.178,55.61,11.0,410.0,12562.0,19649.0,939.799,0.0,0.0,0.0,0.0,0.0,163.0,0
173.0,1654733504.0,22.297,56.69,6.0,403.0,12571.0,19661.0,939.81,0.0,0.0,0.0,0.0,0.0,173.0,0
183.0,1654733514.0,22.415,51.38,2.0,409.0,12594.0,19693.0,939.814,0.0,0.0,0.0,0.0,0.0,183.0,0
193.0,1654733524.0,22.531,49.78,12.0,409.0,12596.0,19677.0,939.807,0.81,2.06,2.49,2.326,1.204,193.0,0
203.0,1654733534.0,22.646,51.18,39.0,449.0,12576.0,19651.0,939.802,0.42,0.94,1.58,1.056,0.505,203.0,0
213.0,1654733544.0,22.759,55.24,17.0,400.0,12596.0,19669.0,939.793,0.12,0.26,0.54,0.285,0.125,213.0,0
223.0,1654733554.0,22.87,56.6,7.0,400.0,12608.0,19682.0,939.778,0.06,0.12,0.26,0.134,0.059,223.0,0
233.0,1654733564.0,22.98,53.35,7.0,400.0,12632.0,19701.0,939.825,0.05,0.08,0.21,0.094,0.038,233.0,0
243.0,1654733574.0,23.089,50.62,0.0,400.0,12630.0,19711.0,939.813,0.11,0.2,0.52,0.216,0.085,243.0,0
253.0,1654733584.0,23.195,49.53,14.0,400.0,12630.0,19703.0,939.801,0.09,0.16,0.46,0.18,0.068,253.0,0
263.0,1654733594.0,23.3,53.84,19.0,400.0,12623.0,19681.0,939.821,0.11,0.18,0.6,0.196,0.066,263.0,0
273.0,1654733604.0,23.404,56.0,2.0,400.0,12640.0,19704.0,939.803,0.16,0.27,0.86,0.299,0.104,273.0,0
283.0,1654733614.0,23.506,57.1,0.0,400.0,12662.0,19731.0,939.781,0.2,0.3,1.11,0.321,0.095,283.0,0
293.0,1654733624.0,23.607,51.91,10.0,400.0,12664.0,19721.0,939.795,0.14,0.21,0.8,0.231,0.069,293.0,0
303.0,1654733634.0,23.706,50.08,6.0,400.0,12665.0,19728.0,939.785,0.06,0.1,0.37,0.103,0.029,303.0,0
313.0,1654733644.0,23.803,50.75,37.0,400.0,12647.0,19691.0,939.772,0.06,0.09,0.36,0.098,0.027,313.0,0
323.0,1654733654.0,23.899,54.85,29.0,400.0,12664.0,19705.0,939.795,0.06,0.08,0.35,0.091,0.024,323.0,0
333.0,1654733664.0,23.993,56.47,13.0,400.0,12680.0,19718.0,939.803,0.09,0.12,0.51,0.131,0.034,333.0,0
343.0,1654733674.0,24.086,55.13,0.0,400.0,12698.0,19745.0,939.813,0.09,0.12,0.52,0.128,0.031,343.0,0
353.0,1654733684.0,24.178,51.06,7.0,400.0,12702.0,19744.0,939.821,0.08,0.11,0.49,0.116,0.026,353.0,0
363.0,1654733694.0,24.267,49.84,8.0,400.0,12703.0,19744.0,939.796,0.07,0.09,0.43,0.1,0.022,363.0,0
373.0,1654733704.0,24.356,52.37,31.0,400.0,12687.0,19718.0,939.809,0.04,0.05,0.23,0.054,0.012,373.0,0
383.0,1654733714.0,24.443,55.52,6.0,400.0,12702.0,19740.0,939.822,0.05,0.07,0.32,0.073,0.015,383.0,0
393.0,1654733724.0,24.528,56.75,1.0,400.0,12707.0,19734.0,939.839,0.11,0.14,0.68,0.149,0.029,393.0,0
403.0,1654733734.0,24.612,53.86,0.0,400.0,12737.0,19767.0,939.851,0.21,0.27,1.33,0.287,0.054,403.0,0
