NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
27401.0,1654763750.0,17.78,53.0,34.0,400.0,13192.0,20121.0,939.592,1.03,1.07,7.08,1.105,0.025,2407.0,0
27411.0,1654763760.0,17.64,53.72,46.0,400.0,13187.0,20111.0,939.615,1.07,1.11,7.33,1.143,0.026,2417.0,0
27421.0,1654763770.0,19.92,49.67,24.0,400.0,13205.0,20138.0,939.616,1.12,1.16,7.71,1.202,0.027,2427.0,0
27431.0,1654763780.0,20.34,47.5,34.0,400.0,13205.0,20121.0,939.62,1.1,1.15,7.59,1.184,0.027,2437.0,0
27441.0,1654763790.0,19.29,47.01,27.0,400.0,13204.0,20134.0,939.635,1.13,1.17,7.78,1.213,0.027,2447.0,0
27451.0,1654763800.0,18.06,52.32,5.0,400.0,13214.0,20151.0,939.642,1.26,1.31,8.69,1.355,0.031,2457.0,0
27461.0,1654763810.0,17.81,53.77,8.0,400.0,13213.0,20145.0,939.62,0.97,1.01,6.66,1.038,0.023,2467.0,0
27471.0,1654763820.0,19.57,53.03,0.0,400.0,13238.0,20187.0,939.622,0.95,0.98,6.52,1.017,0.023,2477.0,0
27481.0,1654763830.0,20.25,48.5,0.0,400.0,13219.0,20167.0,939.594,1.03,1.07,7.11,1.109,0.025,2487.0,0
27491.0,1654763840.0,20.5,47.26,8.0,400.0,13217.0,20163.0,939.62,0.92,0.96,6.35,0.991,0.022,2497.0,0
27501.0,1654763850.0,18.75,48.0,55.0,400.0,13182.0,20117.0,939.628,0.99,1.03,6.85,1.068,0.024,2507.0,0
27511.0,1654763860.0,18.1,52.36,62.0,400.0,13192.0,20126.0,939.615,0.97,1.01,6.68,1.041,0.024,2517.0,0
27521.0,1654763870.0,17.88,53.31,53.0,400.0,13191.0,20115.0,939.618,1.09,1.14,7.53,1.174,0.027,2527.0,0
27531.0,1654763880.0,19.81,51.68,39.0,400.0,13207.0,20131.0,939.64,0.94,0.98,6.49,1.011,0.023,2537.0,0
27541.0,1654763890.0,20.37,47.82,62.0,400.0,13193.0,20112.0,939.616,0.64,0.66,4.38,0.684,0.015,2547.0,0
27551.0,1654763900.0,20.61,46.81,67.0,400.0,13193.0,20111.0,939.634,0.83,0.87,5.75,0.896,0.02,2557.0,0
27561.0,1654763910.0,18.71,48.35,100.0,400.0,13175.0,20080.0,939.625,0.77,0.8,5.31,0.828,0.019,2567.0,0
27571.0,1654763920.0,18.16,52.18,71.0,400.0,13202.0,20105.0,939.609,0.91,0.95,6.27,0.978,0.022,2577.0,0
27581.0,1654763930.0,17.96,53.25,69.0,400.0,13191.0,20101.0,939.634,0.86,0.89,5.92,0.923,0.021,2587.0,0
27591.0,1654763940.0,19.89,51.66,52.0,400.0,13215.0,20130.0,939.636,1.04,1.08,7.16,1.116,0.025,2597.0,0
27601.0,1654763950.0,20.43,47.74,59.0,400.0,13203.0,20117.0,939.64,1.07,1.11,7.37,1.149,0.026,2607.0,0
27611.0,1654763960.0,20.71,46.7,66.0,400.0,13207.0,20107.0,939.65,0.88,0.92,6.09,0.95,0.021,2617.0,0
27621.0,1654763970.0,18.69,49.07,79.0,400.0,13200.0,20100.0,939.635,0.94,0.97,6.45,1.006,0.023,2627.0,0
27631.0,1654763980.0,18.21,52.21,64.0,400.0,13197.0,20110.0,939.64,1.29,1.34,8.87,1.383,0.031,2637.0,0
27641.0,1654763990.0,18.03,53.09,70.0,400.0,13194.0,20102.0,939.651,1.16,1.2,7.95,1.24,0.028,2647.0,0
27651.0,1654764000.0,20.06,50.61,61.0,400.0,13201.0,20112.0,939.657,1.01,1.04,6.92,1.079,0.024,2657.0,0
27661.0,1654764010.0,20.57,47.25,74.0,400.0,13198.0,20101.0,939.665,1.0,1.04,6.89,1.074,0.024,2667.0,0
27671.0,1654764020.0,20.81,46.33,85.0,400.0,13192.0,20095.0,939.673,1.02,1.06,7.04,1.098,0.025,2677.0,0
27681.0,1654764030.0,18.78,48.5,127.0,400.0,13165.0,20052.0,939.652,1.02,1.06,7.01,1.093,0.025,2687.0,0
27691.0,1654764040.0,18.28,51.88,101.0,400.0,13188.0,20071.0,939.638,1.08,1.12,7.42,1.156,0.026,2697.0,0
27701.0,1654764050.0,18.12,52.76,98.0,400.0,13193.0,20079.0,939.659,1.04,1.09,7.19,1.121,0.025,2707.0,0
27711.0,1654764060.0,20.23,49.68,79.0,400.0,13202.0,20099.0,939.642,1.11,1.15,7.62,1.189,0.027,2717.0,0
27721.0,1654764070.0,20.71,46.85,87.0,400.0,13190.0,20087.0,939.629,1.07,1.11,7.37,1.149,0.026,2727.0,0
27731.0,1654764080.0,20.92,45.96,94.0,400.0,13184.0,20070.0,939.627,1.02,1.06,7.04,1.098,0.025,2737.0,0
27741.0,1654764090.0,18.71,49.4,120.0,400.0,13173.0,20058.0,939.631,0.98,1.01,6.71,1.047,0.024,2747.0,0
27751.0,1654764100.0,18.33,51.85,107.0,400.0,13177.0,20061.0,939.63,0.95,0.99,6.53,1.018,0.023,2757.0,0
27761.0,1654764110.0,18.14,52.52,116.0,400.0,13173.0,20046.0,939.613,1.06,1.1,7.32,1.141,0.026,2767.0,0
27771.0,1654764120.0,20.48,47.93,116.0,400.0,13185.0,20064.0,939.63,1.19,1.24,8.18,1.276,0.029,2777.0,0
27781.0,1654764130.0,20.88,46.12,111.0,400.0,13178.0,20063.0,939.624,1.02,1.06,7.05,1.099,0.025,2787.0,0
27791.0,1654764140.0,19.82,45.52,133.0,400.0,13157.0,20032.0,939.666,0.97,1.0,6.65,1.037,0.023,2797.0,0
