NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
52356.0,1654713401.0,26.1,47.05,76.0,400.0,12788.0,20659.0,937.506,2.07,2.15,14.25,2.223,0.05,1214.0,0
52366.0,1654713411.0,27.81,46.39,48.0,400.0,12805.0,20678.0,937.487,1.82,1.89,12.52,1.952,0.044,1224.0,0
52376.0,1654713421.0,28.7,41.79,76.0,400.0,12791.0,20660.0,937.492,2.15,2.23,14.8,2.308,0.052,1234.0,0
52386.0,1654713431.0,29.03,40.99,63.0,400.0,12795.0,20669.0,937.487,2.48,2.58,17.08,2.663,0.06,1244.0,0
52396.0,1654713441.0,27.27,41.66,92.0,415.0,12771.0,20641.0,937.478,2.29,2.38,15.78,2.46,0.056,1254.0,0
52406.0,1654713451.0,26.37,46.18,73.0,400.0,12786.0,20667.0,937.46,1.85,1.92,12.75,1.987,0.045,1264.0,0
52416.0,1654713461.0,26.06,47.16,108.0,408.0,12778.0,20634.0,937.469,2.22,2.31,15.29,2.385,0.054,1274.0,0
52426.0,1654713471.0,27.78,46.46,94.0,400.0,12790.0,20631.0,937.47,1.84,1.91,12.64,1.971,0.045,1284.0,0
52436.0,1654713481.0,28.67,41.79,85.0,400.0,12784.0,20645.0,937.468,1.63,1.69,11.2,1.746,0.039,1294.0,0
52446.0,1654713491.0,28.98,41.08,63.0,400.0,12791.0,20666.0,937.488,1.58,1.64,10.85,1.691,0.038,1304.0,0
52456.0,1654713501.0,27.23,41.74,91.0,413.0,12772.0,20636.0,937.484,1.68,1.74,11.55,1.8,0.041,1314.0,0
52466.0,1654713511.0,26.35,46.26,74.0,400.0,12785.0,20652.0,937.484,1.89,1.97,13.04,2.033,0.046,1324.0,0
52476.0,1654713521.0,26.06,47.24,62.0,400.0,12788.0,20667.0,937.454,2.34,2.43,16.12,2.514,0.057,1334.0,0
52486.0,1654713531.0,27.76,46.56,66.0,400.0,12798.0,20656.0,937.47,2.24,2.33,15.45,2.409,0.054,1344.0,0
52496.0,1654713541.0,28.67,41.83,75.0,400.0,12790.0,20656.0,937.485,2.07,2.15,14.23,2.219,0.05,1354.0,0
52506.0,1654713551.0,28.97,41.03,68.0,400.0,12791.0,20660.0,937.466,1.98,2.06,13.66,2.13,0.048,1364.0,0
52516.0,1654713561.0,27.2,41.77,107.0,424.0,12771.0,20619.0,937.454,1.84,1.91,12.68,1.977,0.045,1374.0,0
52526.0,1654713571.0,26.33,46.3,91.0,400.0,12785.0,20632.0,937.426,1.75,1.82,12.08,1.883,0.043,1384.0,0
52536.0,1654713581.0,26.02,47.25,102.0,403.0,12781.0,20621.0,937.455,1.76,1.83,12.12,1.89,0.043,1394.0,0
