NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
57742.0,1655125164.0,2.661,46.88,119.0,417.0,12774.0,20622.0,937.573,1.95,2.02,13.41,2.091,0.047,856.0,0
57752.0,1655125174.0,2.15,44.14,60.0,400.0,12798.0,20686.0,937.558,1.94,2.02,13.38,2.087,0.047,866.0,0
57762.0,1655125184.0,1.645,41.2,79.0,400.0,12792.0,20682.0,937.556,2.18,2.27,15.02,2.342,0.053,876.0,0
57772.0,1655125194.0,1.146,40.57,75.0,400.0,12789.0,20671.0,937.547,2.14,2.22,14.7,2.292,0.052,886.0,0
57782.0,1655125204.0,0.653,43.22,84.0,418.0,12771.0,20667.0,937.567,2.05,2.13,14.09,2.197,0.05,896.0,0
57792.0,1655125214.0,0.168,46.16,76.0,400.0,12785.0,20671.0,937.549,2.11,2.19,14.49,2.26,0.051,906.0,0
57802.0,1655125224.0,-0.31,46.94,87.0,400.0,12783.0,20659.0,937.559,2.07,2.15,14.25,2.222,0.05,916.0,0
57812.0,1655125234.0,-0.781,44.28,47.0,400.0,12801.0,20704.0,937.542,1.94,2.01,13.34,2.08,0.047,926.0,0
57822.0,1655125244.0,-1.243,41.34,74.0,400.0,12788.0,20676.0,937.546,1.88,1.95,12.92,2.015,0.046,936.0,0
57832.0,1655125254.0,-1.697,40.66,55.0,400.0,12790.0,20692.0,937.52,1.96,2.03,13.46,2.099,0.047,946.0,0
57842.0,1655125264.0,-2.141,43.29,122.0,424.0,12769.0,20627.0,937.542,2.12,2.2,14.59,2.275,0.051,956.0,0
57852.0,1655125274.0,-2.576,46.26,86.0,400.0,12784.0,20655.0,937.531,2.12,2.2,14.56,2.271,0.051,966.0,0
57862.0,1655125284.0,-3.001,46.98,86.0,400.0,12784.0,20661.0,937.543,2.21,2.3,15.24,2.376,0.054,976.0,0
57872.0,1655125294.0,-3.416,44.3,71.0,400.0,12793.0,20672.0,937.54,2.24,2.32,15.39,2.401,0.054,986.0,0
57882.0,1655125304.0,-3.819,41.28,71.0,400.0,12786.0,20678.0,937.541,2.17,2.26,14.94,2.33,0.053,996.0,0
57892.0,1655125314.0,-4.212,40.71,74.0,400.0,12789.0,20677.0,937.532,1.99,2.07,13.69,2.134,0.048,1006.0,0
57902.0,1655125324.0,-4.592,43.35,79.0,408.0,12776.0,20658.0,937.528,2.11,2.2,14.54,2.267,0.051,1016.0,0
57912.0,1655125334.0,-4.961,46.27,66.0,400.0,12790.0,20675.0,937.537,2.14,2.22,14.7,2.292,0.052,1026.0,0
57922.0,1655125344.0,-5.317,47.07,89.0,400.0,12785.0,20657.0,937.447,1.84,1.91,12.63,1.97,0.044,1036.0,0
57932.0,1655125354.0,-5.66,44.36,49.0,400.0,12792.0,20687.0,937.487,1.94,2.01,13.34,2.079,0.047,1046.0,0
57942.0,1655125364.0,-5.989,41.42,58.0,400.0,12790.0,20680.0,937.5,1.89,1.96,12.97,2.023,0.046,1056.0,0
57952.0,1655125374.0,-6.305,40.77,98.0,400.0,12782.0,20650.0,937.515,1.95,2.03,13.45,2.098,0.047,1066.0,0
57962.0,1655125384.0,-6.606,43.5,123.0,422.0,12770.0,20616.0,937.509,2.2,2.29,15.14,2.361,0.053,1076.0,0
57972.0,1655125394.0,-6.892,46.41,104.0,405.0,12781.0,20641.0,937.503,2.38,2.47,16.35,2.55,0.058,1086.0,0
57982.0,1655125404.0,-7.164,47.19,110.0,400.0,12777.0,20626.0,937.511,2.37,2.46,16.3,2.542,0.057,1096.0,0
57992.0,1655125414.0,-7.419,44.44,93.0,400.0,12796.0,20650.0,937.536,2.07,2.15,14.27,2.225,0.05,1106.0,0
58002.0,1655125424.0,-7.659,41.48,98.0,400.0,12784.0,20635.0,937.483,1.92,1.99,13.21,2.06,0.047,1116.0,0
58012.0,1655125434.0,-7.882,40.87,98.0,400.0,12779.0,20627.0,937.482,1.63,1.7,11.24,1.753,0.04,1126.0,0
58022.0,1655125444.0,-8.088,43.45,103.0,413.0,12774.0,20630.0,937.494,1.78,1.85,12.25,1.911,0.043,1136.0,0
58032.0,1655125454.0,-8.277,46.4,95.0,400.0,12780.0,20652.0,937.466,1.97,2.05,13.56,2.114,0.048,1146.0,0
58042.0,1655125464.0,-8.448,47.28,123.0,401.0,12775.0,20614.0,937.487,1.9,1.97,13.07,2.039,0.046,1156.0,0
58052.0,1655125474.0,-8.601,44.52,105.0,400.0,12795.0,20630.0,937.504,1.88,1.96,12.96,2.021,0.046,1166.0,0
58062.0,1655125484.0,-8.737,41.57,89.0,400.0,12788.0,20638.0,937.488,1.83,1.9,12.62,1.967,0.044,1176.0,0
58072.0,1655125494.0,-8.857,40.83,81.0,400.0,12791.0,20664.0,937.493,1.98,2.05,13.6,2.121,0.048,1186.0,0
