NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
24994.0,1654761343.0,12.4,57.36,0.0,400.0,12306.0,18520.0,939.735,0.0,0.0,0.0,0.0,0.0,0.0,0
25004.0,1654761353.0,13.14,52.15,0.0,400.0,12454.0,19230.0,939.757,0.89,3.71,0.0,4.289,2.73,10.0,0
25014.0,1654761363.0,13.48,50.15,0.0,400.0,12491.0,19456.0,939.729,0.38,1.6,0.0,1.855,1.18,20.0,0
25024.0,1654761373.0,11.62,50.68,16.0,435.0,12481.0,19509.0,939.772,0.14,0.5,0.12,0.569,0.34,30.0,0
25034.0,1654761383.0,11.09,54.67,7.0,406.0,12498.0,19553.0,939.766,0.06,0.19,0.05,0.219,0.131,40.0,0
25044.0,1654761393.0,10.84,56.36,6.0,416.0,12503.0,19580.0,939.711,0.01,0.05,0.01,0.056,0.033,50.0,0
25054.0,1654761403.0,12.97,54.14,4.0,406.0,12536.0,19627.0,939.719,0.08,0.32,0.01,0.364,0.223,60.0,0
25064.0,1654761413.0,13.43,50.72,18.0,401.0,12529.0,19622.0,939.77,0.09,0.32,0.03,0.366,0.223,70.0,0
25074.0,1654761423.0,13.67,49.47,18.0,405.0,12534.0,19631.0,939.772,0.03,0.1,0.01,0.116,0.071,80.0,0
25084.0,1654761433.0,11.54,51.56,34.0,437.0,12512.0,19606.0,939.775,0.01,0.03,0.0,0.035,0.021,90.0,0
25094.0,1654761443.0,11.11,54.95,19.0,414.0,12527.0,19613.0,939.796,0.11,0.33,0.19,0.382,0.218,100.0,0
25104.0,1654761453.0,10.94,56.37,6.0,400.0,12540.0,19632.0,939.8,0.04,0.11,0.06,0.127,0.072,110.0,0
25114.0,1654761463.0,13.04,54.24,10.0,419.0,12562.0,19658.0,939.802,0.01,0.03,0.02,0.036,0.021,120.0,0
25124.0,1654761473.0,13.49,50.78,10.0,417.0,12565.0,19664.0,939.788,0.0,0.01,0.01,0.01,0.006,130.0,0
25134.0,1654761483.0,13.72,49.58,11.0,411.0,12563.0,19651.0,939.815,0.0,0.0,0.0,0.003,0.001,140.0,0
25144.0,1654761493.0,11.6,51.65,26.0,440.0,12549.0,19633.0,939.832,0.0,0.0,0.0,0.001,0.0,150.0,0
25154.0,1654761503.0,11.18,55.03,20.0,420.0,12560.0,19641.0,939.794,0.0,0.0,0.0,0.001,0.0,160.0,0
25164.0,1654761513.0,10.95,56.43,2.0,400.0,12568.0,19662.0,939.815,0.0,0.0,0.0,0.0,0.0,170.0,0
25174.0,1654761523.0,13.24,53.38,0.0,402.0,12598.0,19689.0,939.81,0.0,0.0,0.0,0.0,0.0,180.0,0
25184.0,1654761533.0,13.67,50.09,2.0,405.0,12596.0,19681.0,939.803,0.0,0.0,0.0,0.0,0.0,190.0,0
25194.0,1654761543.0,12.15,49.5,27.0,440.0,12577.0,19649.0,939.815,0.53,1.2,2.01,1.341,0.642,200.0,0
25204.0,1654761553.0,11.32,54.45,18.0,400.0,12593.0,19669.0,939.806,0.18,0.4,0.67,0.448,0.214,210.0,0
25214.0,1654761563.0,11.05,56.29,4.0,400.0,12600.0,19672.0,939.795,0.08,0.16,0.33,0.174,0.077,220.0,0
25224.0,1654761573.0,13.0,55.58,0.0,400.0,12630.0,19701.0,939.812,0.06,0.11,0.28,0.121,0.049,230.0,0
25234.0,1654761583.0,13.57,51.11,1.0,400.0,12626.0,19698.0,939.81,0.08,0.14,0.43,0.156,0.056,240.0,0
25244.0,1654761593.0,13.84,49.71,11.0,400.0,12637.0,19710.0,939.812,0.1,0.17,0.49,0.192,0.073,250.0,0
25254.0,1654761603.0,11.6,52.63,40.0,400.0,12622.0,19679.0,939.825,0.11,0.19,0.62,0.204,0.068,260.0,0
25264.0,1654761613.0,11.23,55.55,22.0,400.0,12637.0,19694.0,939.797,0.15,0.26,0.82,0.284,0.099,270.0,0
25274.0,1654761623.0,11.08,56.77,13.0,400.0,12641.0,19701.0,939.784,0.16,0.25,0.9,0.272,0.084,280.0,0
25284.0,1654761633.0,13.4,52.96,9.0,400.0,12661.0,19719.0,939.773,0.18,0.28,1.03,0.299,0.089,290.0,0
25294.0,1654761643.0,13.76,50.51,2.0,400.0,12667.0,19729.0,939.789,0.07,0.11,0.41,0.119,0.035,300.0,0
25304.0,1654761653.0,12.74,49.35,35.0,400.0,12653.0,19696.0,939.782,0.06,0.09,0.35,0.093,0.026,310.0,0
25314.0,1654761663.0,11.53,53.99,12.0,400.0,12660.0,19701.0,939.781,0.06,0.09,0.37,0.097,0.025,320.0,0
25324.0,1654761673.0,11.3,56.13,18.0,400.0,12675.0,19709.0,939.79,0.09,0.13,0.54,0.14,0.036,330.0,0
25334.0,1654761683.0,12.43,57.2,0.0,400.0,12691.0,19740.0,939.814,0.09,0.12,0.51,0.126,0.03,340.0,0
25344.0,1654761693.0,13.65,51.92,0.0,400.0,12698.0,19749.0,939.825,0.07,0.1,0.45,0.108,0.025,350.0,0
25354.0,1654761703.0,13.94,50.08,10.0,400.0,12704.0,19749.0,939.805,0.06,0.09,0.39,0.093,0.021,360.0,0
25364.0,1654761713.0,12.21,50.14,50.0,400.0,12678.0,19702.0,939.803,0.05,0.07,0.31,0.073,0.016,370.0,0
25374.0,1654761723.0,11.53,54.81,30.0,400.0,12694.0,19724.0,939.82,0.04,0.05,0.25,0.057,0.012,380.0,0
25384.0,1654761733.0,11.33,56.46,11.0,400.0,12712.0,19732.0,939.849,0.08,0.1,0.5,0.111,0.022,390.0,0
25394.0,1654761743.0,13.25,55.68,0.0,400.0,12732.0,19772.0,939.843,0.15,0.2,0.97,0.211,0.041,400.0,0
25404.0,1654761753.0,13.83,51.38,13.0,400.0,12729.0,19755.0,939.837,0.25,0.32,1.59,0.341,0.064,410.0,0
