NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
57156.0,1655124578.0,27.012,41.08,46.0,410.0,12840.0,20734.0,937.577,1.79,1.86,12.31,1.92,0.043,270.0,0
57166.0,1655124588.0,26.933,39.81,13.0,400.0,12840.0,20756.0,937.55,1.94,2.02,13.35,2.082,0.047,280.0,0
57176.0,1655124598.0,26.835,39.32,31.0,400.0,12840.0,20741.0,937.578,1.95,2.02,13.4,2.089,0.047,290.0,0
57186.0,1655124608.0,26.717,44.06,32.0,407.0,12839.0,20748.0,937.592,2.22,2.31,15.27,2.381,0.054,300.0,0
57196.0,1655124618.0,26.58,45.41,34.0,406.0,12836.0,20748.0,937.544,2.27,2.36,15.62,2.436,0.055,310.0,0
57206.0,1655124628.0,26.425,46.02,58.0,412.0,12828.0,20722.0,937.55,2.06,2.14,14.19,2.213,0.05,320.0,0
57216.0,1655124638.0,26.251,41.24,85.0,414.0,12829.0,20686.0,937.563,1.9,1.97,13.04,2.034,0.046,330.0,0
57226.0,1655124648.0,26.06,40.0,39.0,400.0,12837.0,20737.0,937.569,2.07,2.15,14.25,2.223,0.05,340.0,0
57236.0,1655124658.0,25.851,39.52,41.0,404.0,12834.0,20731.0,937.58,2.25,2.34,15.5,2.417,0.055,350.0,0
57246.0,1655124668.0,25.625,44.18,55.0,418.0,12830.0,20724.0,937.583,2.48,2.57,17.06,2.66,0.06,360.0,0
57256.0,1655124678.0,25.383,45.61,40.0,400.0,12838.0,20735.0,937.541,2.48,2.58,17.09,2.665,0.06,370.0,0
57266.0,1655124688.0,25.125,46.2,50.0,402.0,12833.0,20722.0,937.554,2.3,2.39,15.82,2.467,0.056,380.0,0
57276.0,1655124698.0,24.852,41.38,32.0,400.0,12832.0,20737.0,937.557,2.05,2.13,14.13,2.203,0.05,390.0,0
57286.0,1655124708.0,24.563,40.21,74.0,402.0,12830.0,20695.0,937.534,2.01,2.09,13.84,2.158,0.049,400.0,0
57296.0,1655124718.0,24.259,39.71,43.0,400.0,12843.0,20732.0,937.522,2.05,2.13,14.09,2.198,0.05,410.0,0
57306.0,1655124728.0,23.942,44.36,57.0,400.0,12838.0,20713.0,937.534,1.94,2.01,13.34,2.08,0.047,420.0,0
57316.0,1655124738.0,23.61,45.71,63.0,401.0,12831.0,20715.0,937.506,1.71,1.78,11.77,1.836,0.041,430.0,0
57326.0,1655124748.0,23.265,46.27,57.0,400.0,12833.0,20713.0,937.511,1.74,1.8,11.94,1.863,0.042,440.0,0
57336.0,1655124758.0,22.907,41.58,57.0,400.0,12840.0,20717.0,937.531,1.88,1.96,12.96,2.02,0.046,450.0,0
57346.0,1655124768.0,22.537,40.27,64.0,400.0,12836.0,20717.0,937.53,1.96,2.04,13.48,2.103,0.047,460.0,0
57356.0,1655124778.0,22.154,39.82,80.0,402.0,12829.0,20684.0,937.517,2.07,2.15,14.23,2.218,0.05,470.0,0
57366.0,1655124788.0,21.76,44.49,63.0,400.0,12829.0,20704.0,937.518,2.24,2.33,15.42,2.404,0.054,480.0,0
57376.0,1655124798.0,21.355,45.85,56.0,404.0,12827.0,20716.0,937.531,2.16,2.25,14.88,2.32,0.052,490.0,0
57386.0,1655124808.0,20.938,46.43,70.0,400.0,12826.0,20696.0,937.534,1.75,1.82,12.04,1.877,0.042,500.0,0
57396.0,1655124818.0,20.512,41.65,78.0,400.0,12830.0,20690.0,937.516,2.02,2.1,13.89,2.167,0.049,510.0,0
57406.0,1655124828.0,20.076,40.37,65.0,400.0,12833.0,20704.0,937.498,2.06,2.14,14.17,2.21,0.05,520.0,0
57416.0,1655124838.0,19.63,39.95,92.0,409.0,12825.0,20674.0,937.495,2.14,2.22,14.69,2.291,0.052,530.0,0
57426.0,1655124848.0,19.175,44.58,97.0,400.0,12830.0,20663.0,937.479,2.09,2.18,14.41,2.248,0.051,540.0,0
57436.0,1655124858.0,18.711,45.97,83.0,400.0,12827.0,20681.0,937.51,2.25,2.34,15.5,2.417,0.055,550.0,0
57446.0,1655124868.0,18.239,46.57,67.0,400.0,12824.0,20698.0,937.486,2.03,2.11,13.95,2.175,0.049,560.0,0
57456.0,1655124878.0,17.76,41.76,48.0,400.0,12840.0,20710.0,937.484,1.72,1.78,11.81,1.841,0.042,570.0,0
57466.0,1655124888.0,17.273,40.46,56.0,400.0,12834.0,20711.0,937.523,1.83,1.9,12.58,1.962,0.044,580.0,0
57476.0,1655124898.0,16.78,39.94,54.0,401.0,12829.0,20707.0,937.524,2.26,2.35,15.54,2.423,0.055,590.0,0
57486.0,1655124908.0,16.28,44.67,78.0,405.0,12822.0,20682.0,937.513,2.17,2.26,14.96,2.333,0.053,600.0,0
57496.0,1655124918.0,15.774,46.13,86.0,400.0,12826.0,20688.0,937.5,2.22,2.3,15.26,2.379,0.054,610.0,0
57506.0,1655124928.0,15.262,46.71,65.0,401.0,12824.0,20702.0,937.504,2.15,2.23,14.8,2.308,0.052,620.0,0
57516.0,1655124938.0,14.746,41.86,61.0,400.0,12822.0,20702.0,937.498,2.25,2.34,15.5,2.417,0.055,630.0,0
57526.0,1655124948.0,14.224,40.62,47.0,415.0,12812.0,20701.0,937.483,2.13,2.22,14.68,2.289,0.052,640.0,0
57536.0,1655124958.0,13.699,40.15,41.0,412.0,12801.0,20718.0,937.5,2.15,2.24,14.81,2.309,0.052,650.0,0
57546.0,1655124968.0,13.17,44.8,53.0,442.0,12797.0,20698.0,937.493,2.17,2.26,14.94,2.33,0.053,660.0,0
