NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
53551.0,1654714596.0,25.91,48.04,168.0,435.0,12771.0,20550.0,937.306,1.9,1.97,13.08,2.039,0.046,2409.0,0
53561.0,1654714606.0,25.71,48.71,183.0,457.0,12759.0,20536.0,937.322,1.89,1.97,13.03,2.032,0.046,2419.0,0
53571.0,1654714616.0,28.18,44.15,155.0,430.0,12778.0,20568.0,937.332,1.9,1.98,13.1,2.044,0.046,2429.0,0
53581.0,1654714626.0,28.62,42.48,147.0,417.0,12776.0,20566.0,937.329,2.04,2.12,14.01,2.185,0.049,2439.0,0
53591.0,1654714636.0,28.82,41.9,156.0,430.0,12770.0,20566.0,937.309,1.85,1.92,12.74,1.987,0.045,2449.0,0
53601.0,1654714646.0,26.36,46.37,176.0,453.0,12764.0,20542.0,937.3,1.82,1.89,12.55,1.957,0.044,2459.0,0
53611.0,1654714656.0,25.95,48.19,165.0,433.0,12773.0,20553.0,937.326,2.11,2.2,14.54,2.268,0.051,2469.0,0
53621.0,1654714666.0,25.71,48.83,157.0,442.0,12766.0,20560.0,937.322,2.11,2.2,14.55,2.268,0.051,2479.0,0
53631.0,1654714676.0,28.19,44.2,150.0,429.0,12773.0,20572.0,937.336,2.35,2.45,16.21,2.527,0.057,2489.0,0
53641.0,1654714686.0,28.62,42.55,157.0,428.0,12772.0,20563.0,937.329,1.82,1.89,12.51,1.951,0.044,2499.0,0
53651.0,1654714696.0,28.86,41.98,159.0,430.0,12775.0,20561.0,937.333,1.77,1.83,12.16,1.896,0.043,2509.0,0
53661.0,1654714706.0,26.41,46.35,161.0,449.0,12767.0,20554.0,937.303,2.01,2.09,13.83,2.157,0.049,2519.0,0
53671.0,1654714716.0,25.96,48.2,158.0,438.0,12767.0,20567.0,937.327,1.98,2.06,13.64,2.127,0.048,2529.0,0
53681.0,1654714726.0,25.75,48.84,157.0,434.0,12773.0,20560.0,937.335,2.01,2.09,13.86,2.161,0.049,2539.0,0
53691.0,1654714736.0,28.21,44.27,168.0,427.0,12776.0,20559.0,937.331,1.85,1.92,12.72,1.983,0.045,2549.0,0
53701.0,1654714746.0,28.63,42.61,172.0,429.0,12774.0,20555.0,937.32,1.82,1.89,12.51,1.951,0.044,2559.0,0
53711.0,1654714756.0,28.87,42.02,159.0,417.0,12778.0,20563.0,937.321,1.77,1.83,12.15,1.895,0.043,2569.0,0
53721.0,1654714766.0,26.41,46.38,174.0,449.0,12766.0,20546.0,937.308,1.63,1.69,11.2,1.747,0.039,2579.0,0
53731.0,1654714776.0,25.95,48.21,173.0,440.0,12768.0,20547.0,937.329,1.59,1.65,10.96,1.709,0.039,2589.0,0
53741.0,1654714786.0,25.72,48.89,176.0,442.0,12772.0,20548.0,937.333,1.62,1.68,11.16,1.74,0.039,2599.0,0
53751.0,1654714796.0,28.18,44.33,153.0,408.0,12780.0,20565.0,937.333,1.75,1.82,12.04,1.877,0.042,2609.0,0
53761.0,1654714806.0,28.63,42.66,162.0,423.0,12778.0,20566.0,937.31,1.85,1.92,12.71,1.983,0.045,2619.0,0
53771.0,1654714816.0,28.88,42.07,162.0,433.0,12774.0,20561.0,937.354,2.11,2.19,14.53,2.265,0.051,2629.0,0
53781.0,1654714826.0,26.41,46.46,151.0,438.0,12768.0,20567.0,937.356,1.8,1.87,12.42,1.936,0.044,2639.0,0
53791.0,1654714836.0,25.99,48.28,153.0,431.0,12776.0,20575.0,937.365,1.78,1.85,12.27,1.913,0.043,2649.0,0
53801.0,1654714846.0,25.74,48.93,162.0,443.0,12772.0,20562.0,937.346,1.43,1.49,9.88,1.54,0.035,2659.0,0
53811.0,1654714856.0,28.18,44.37,162.0,420.0,12774.0,20557.0,937.374,2.23,2.31,15.32,2.389,0.054,2669.0,0
53821.0,1654714866.0,28.63,42.66,163.0,425.0,12777.0,20559.0,937.351,1.8,1.87,12.36,1.928,0.044,2679.0,0
53831.0,1654714876.0,28.84,42.11,168.0,424.0,12776.0,20556.0,937.365,1.59,1.65,10.96,1.709,0.039,2689.0,0
53841.0,1654714886.0,26.37,46.48,183.0,445.0,12767.0,20538.0,937.358,1.73,1.79,11.88,1.852,0.042,2699.0,0
53851.0,1654714896.0,25.95,48.28,170.0,438.0,12774.0,20552.0,937.36,1.73,1.79,11.87,1.851,0.042,2709.0,0
53861.0,1654714906.0,25.74,48.95,164.0,432.0,12771.0,20543.0,937.347,1.88,1.95,12.91,2.014,0.045,2719.0,0
53871.0,1654714916.0,28.18,44.32,162.0,417.0,12778.0,20561.0,937.347,2.26,2.34,15.52,2.421,0.055,2729.0,0
53881.0,1654714926.0,28.65,42.7,152.0,427.0,12779.0,20562.0,937.333,2.09,2.17,14.37,2.241,0.051,2739.0,0
53891.0,1654714936.0,28.84,42.12,149.0,411.0,12782.0,20575.0,937.352,1.96,2.04,13.51,2.106,0.048,2749.0,0
53901.0,1654714946.0,26.41,46.47,164.0,430.0,12772.0,20561.0,937.348,1.47,1.52,10.09,1.573,0.036,2759.0,0
53911.0,1654714956.0,25.98,48.32,159.0,434.0,12771.0,20566.0,937.348,1.66,1.72,11.39,1.777,0.04,2769.0,0
53921.0,1654714966.0,25.75,49.0,162.0,438.0,12773.0,20557.0,937.384,1.55,1.61,10.68,1.665,0.038,2779.0,0
53931.0,1654714976.0,28.21,44.4,157.0,424.0,12772.0,20562.0,937.419,1.42,1.48,9.79,1.526,0.034,2789.0,0
53941.0,1654714986.0,28.65,42.69,168.0,427.0,12775.0,20569.0,937.413,1.7,1.77,11.7,1.825,0.041,2799.0,0
53951.0,1654714996.0,28.87,42.17,170.0,428.0,12776.0,20549.0,937.411,1.67,1.74,11.5,1.793,0.041,2809.0,0
53961.0,1654715006.0,26.43,46.5,176.0,442.0,12767.0,20537.0,937.397,1.51,1.57,10.42,1.625,0.037,2819.0,0
53971.0,1654715016.0,25.98,48.36,180.0,434.0,12770.0,20546.0,937.433,1.27,1.32,8.77,1.368,0.031,2829.0,0
53981.0,1654715026.0,25.75,49.05,172.0,433.0,12767.0,20541.0,937.427,1.37,1.43,9.45,1.473,0.033,2839.0,0
53991.0,1654715036.0,28.22,44.41,174.0,426.0,12774.0,20548.0,937.408,1.68,1.74,11.54,1.799,0.041,2849.0,0
54001.0,1654715046.0,28.63,42.72,169.0,427.0,12776.0,20553.0,937.434,1.81,1.88,12.48,1.946,0.044,2859.0,0
54011.0,1654715056.0,28.86,42.14,164.0,409.0,12777.0,20557.0,937.412,1.76,1.82,12.09,1.885,0.043,2869.0,0
54021.0,1654715066.0,26.43,46.54,187.0,437.0,12769.0,20539.0,937.414,1.66,1.72,11.39,1.777,0.04,2879.0,0
54031.0,1654715076.0,25.98,48.32,180.0,429.0,12772.0,20532.0,937.399,1.73,1.79,11.89,1.853,0.042,2889.0,0
54041.0,1654715086.0,25.75,49.02,185.0,433.0,12768.0,20539.0,937.421,1.94,2.02,13.38,2.086,0.047,2899.0,0
54051.0,1654715096.0,28.22,44.43,168.0,416.0,12777.0,20549.0,937.416,1.61,1.68,11.11,1.733,0.039,2909.0,0
54061.0,1654715106.0,28.66,42.68,154.0,410.0,12780.0,20558.0,937.417,1.98,2.05,13.6,2.12,0.048,2919.0,0
54071.0,1654715116.0,28.86,42.18,173.0,417.0,12773.0,20549.0,937.412,1.78,1.85,12.28,1.915,0.043,2929.0,0
54081.0,1654715126.0,26.41,46.51,183.0,433.0,12770.0,20544.0,937.413,1.96,2.04,13.51,2.106,0.048,2939.0,0
54091.0,1654715136.0,25.98,48.39,178.0,428.0,12770.0,20540.0,937.387,1.61,1.68,11.11,1.733,0.039,2949.0,0
54101.0,1654715146.0,25.75,49.09,172.0,432.0,12770.0,20544.0,937.379,1.47,1.53,10.12,1.578,0.036,2959.0,0
54111.0,1654715156.0,28.19,44.4,173.0,416.0,12779.0,20549.0,937.371,1.77,1.84,12.19,1.9,0.043,2969.0,0
54121.0,1654715166.0,28.65,42.73,171.0,417.0,12779.0,20555.0,937.366,1.76,1.83,12.1,1.887,0.043,2979.0,0
54131.0,1654715176.0,28.87,42.24,172.0,407.0,12778.0,20546.0,937.375,1.78,1.85,12.26,1.911,0.043,2989.0,0
54141.0,1654715186.0,26.43,46.55,195.0,440.0,12765.0,20531.0,937.361,1.89,1.96,13.01,2.028,0.046,2999.0,0
