NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
51151.0,1654712196.0,27.15,44.37,29.0,461.0,12861.0,20743.0,937.566,2.43,2.53,16.75,2.612,0.059,9.0,0
51161.0,1654712206.0,26.95,44.86,11.0,426.0,12864.0,20771.0,937.584,2.01,2.09,13.87,2.162,0.049,19.0,0
51171.0,1654712216.0,29.42,40.3,18.0,420.0,12868.0,20775.0,937.609,1.96,2.04,13.5,2.106,0.048,29.0,0
51181.0,1654712226.0,29.86,38.82,29.0,424.0,12865.0,20768.0,937.593,1.95,2.02,13.41,2.09,0.047,39.0,0
51191.0,1654712236.0,30.04,38.44,24.0,438.0,12860.0,20771.0,937.577,2.04,2.12,14.07,2.194,0.05,49.0,0
51201.0,1654712246.0,27.57,42.61,65.0,451.0,12849.0,20728.0,937.56,2.31,2.4,15.92,2.483,0.056,59.0,0
51211.0,1654712256.0,27.06,44.28,46.0,427.0,12859.0,20745.0,937.601,2.44,2.53,16.77,2.616,0.059,69.0,0
51221.0,1654712266.0,26.87,44.9,32.0,437.0,12850.0,20761.0,937.612,2.17,2.26,14.95,2.332,0.053,79.0,0
51231.0,1654712276.0,29.31,40.55,37.0,427.0,12858.0,20762.0,937.613,2.15,2.24,14.83,2.312,0.052,89.0,0
51241.0,1654712286.0,29.72,39.2,49.0,429.0,12850.0,20747.0,937.613,2.32,2.41,15.96,2.488,0.056,99.0,0
51251.0,1654712296.0,29.94,38.65,21.0,406.0,12865.0,20770.0,937.585,2.12,2.2,14.57,2.272,0.051,109.0,0
51261.0,1654712306.0,27.5,42.9,39.0,429.0,12852.0,20749.0,937.586,2.01,2.09,13.81,2.154,0.049,119.0,0
51271.0,1654712316.0,27.02,44.57,64.0,435.0,12847.0,20729.0,937.577,2.21,2.3,15.24,2.376,0.054,129.0,0
51281.0,1654712326.0,26.8,45.15,59.0,442.0,12854.0,20735.0,937.571,2.24,2.33,15.43,2.406,0.054,139.0,0
51291.0,1654712336.0,29.27,40.78,26.0,419.0,12861.0,20769.0,937.591,2.15,2.23,14.79,2.306,0.052,149.0,0
51301.0,1654712346.0,29.7,39.35,57.0,424.0,12845.0,20729.0,937.571,2.42,2.51,16.64,2.594,0.059,159.0,0
51311.0,1654712356.0,29.89,38.95,58.0,412.0,12846.0,20729.0,937.576,2.17,2.26,14.95,2.331,0.053,169.0,0
51321.0,1654712366.0,27.43,43.2,55.0,420.0,12837.0,20729.0,937.564,1.93,2.0,13.26,2.067,0.047,179.0,0
51331.0,1654712376.0,26.98,44.88,30.0,415.0,12847.0,20754.0,937.568,1.93,2.0,13.25,2.066,0.047,189.0,0
51341.0,1654712386.0,26.75,45.55,52.0,428.0,12837.0,20729.0,937.582,2.18,2.27,15.03,2.344,0.053,199.0,0
51351.0,1654712396.0,29.18,41.16,78.0,426.0,12841.0,20701.0,937.561,2.19,2.28,15.08,2.351,0.053,209.0,0
51361.0,1654712406.0,29.63,39.66,61.0,417.0,12840.0,20718.0,937.54,2.17,2.26,14.94,2.33,0.053,219.0,0
51371.0,1654712416.0,29.8,39.23,49.0,417.0,12833.0,20732.0,937.572,1.91,1.98,13.12,2.046,0.046,229.0,0
51381.0,1654712426.0,27.33,43.6,71.0,431.0,12833.0,20713.0,937.585,2.12,2.21,14.61,2.279,0.051,239.0,0
51391.0,1654712436.0,26.91,45.19,54.0,415.0,12836.0,20724.0,937.572,1.92,1.99,13.2,2.058,0.046,249.0,0
