NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
53550.0,1654714595.0,25.95,47.98,174.0,436.0,12769.0,20543.0,937.323,1.92,2.0,13.25,2.065,0.047,2408.0,0
53560.0,1654714605.0,25.74,48.65,182.0,444.0,12769.0,20544.0,937.317,1.9,1.97,13.07,2.039,0.046,2418.0,0
53570.0,1654714615.0,28.09,44.56,149.0,426.0,12784.0,20576.0,937.334,1.89,1.97,13.03,2.031,0.046,2428.0,0
53580.0,1654714625.0,28.57,42.51,155.0,429.0,12779.0,20570.0,937.34,2.06,2.14,14.18,2.212,0.05,2438.0,0
53590.0,1654714635.0,28.83,41.94,169.0,445.0,12773.0,20559.0,937.293,1.83,1.91,12.62,1.968,0.044,2448.0,0
53600.0,1654714645.0,26.44,45.93,176.0,454.0,12763.0,20546.0,937.302,1.83,1.9,12.58,1.962,0.044,2458.0,0
53610.0,1654714655.0,25.96,48.13,162.0,438.0,12768.0,20552.0,937.32,2.1,2.18,14.42,2.249,0.051,2468.0,0
53620.0,1654714665.0,25.75,48.78,162.0,444.0,12768.0,20560.0,937.317,2.04,2.12,14.03,2.188,0.049,2478.0,0
53630.0,1654714675.0,28.11,44.6,143.0,423.0,12774.0,20574.0,937.318,2.37,2.47,16.34,2.548,0.058,2488.0,0
53640.0,1654714685.0,28.57,42.62,159.0,431.0,12769.0,20560.0,937.325,1.87,1.94,12.87,2.007,0.045,2498.0,0
53650.0,1654714695.0,28.83,42.06,173.0,429.0,12771.0,20559.0,937.327,1.76,1.83,12.1,1.886,0.043,2508.0,0
53660.0,1654714705.0,26.46,45.92,163.0,451.0,12767.0,20555.0,937.292,2.02,2.1,13.88,2.164,0.049,2518.0,0
53670.0,1654714715.0,26.0,48.1,164.0,443.0,12769.0,20563.0,937.311,2.0,2.07,13.73,2.142,0.048,2528.0,0
53680.0,1654714725.0,25.74,48.82,160.0,442.0,12770.0,20563.0,937.333,2.02,2.09,13.87,2.163,0.049,2538.0,0
53690.0,1654714735.0,28.12,44.72,145.0,412.0,12781.0,20572.0,937.319,1.86,1.93,12.79,1.994,0.045,2548.0,0
53700.0,1654714745.0,28.6,42.73,158.0,422.0,12776.0,20566.0,937.314,1.81,1.88,12.45,1.941,0.044,2558.0,0
53710.0,1654714755.0,28.84,42.07,157.0,422.0,12772.0,20564.0,937.319,1.79,1.86,12.34,1.925,0.043,2568.0,0
53720.0,1654714765.0,26.47,45.96,185.0,447.0,12764.0,20541.0,937.318,1.63,1.69,11.2,1.746,0.039,2578.0,0
53730.0,1654714775.0,25.98,48.07,165.0,429.0,12764.0,20546.0,937.329,1.57,1.63,10.81,1.686,0.038,2588.0,0
53740.0,1654714785.0,25.77,48.81,184.0,451.0,12768.0,20541.0,937.321,1.62,1.69,11.17,1.742,0.039,2598.0,0
53750.0,1654714795.0,28.12,44.7,154.0,416.0,12778.0,20571.0,937.339,1.78,1.85,12.23,1.907,0.043,2608.0,0
53760.0,1654714805.0,28.6,42.77,159.0,430.0,12779.0,20564.0,937.312,1.81,1.88,12.43,1.938,0.044,2618.0,0
53770.0,1654714815.0,28.86,42.12,159.0,431.0,12771.0,20556.0,937.347,2.11,2.19,14.5,2.261,0.051,2628.0,0
53780.0,1654714825.0,26.48,46.02,169.0,449.0,12764.0,20556.0,937.353,1.8,1.87,12.41,1.935,0.044,2638.0,0
53790.0,1654714835.0,25.99,48.19,149.0,415.0,12774.0,20564.0,937.37,1.78,1.85,12.23,1.906,0.043,2648.0,0
53800.0,1654714845.0,25.74,48.86,160.0,438.0,12772.0,20560.0,937.354,1.46,1.51,10.02,1.562,0.035,2658.0,0
53810.0,1654714855.0,28.12,44.76,159.0,425.0,12781.0,20564.0,937.378,2.22,2.31,15.28,2.382,0.054,2668.0,0
53820.0,1654714865.0,28.62,42.71,172.0,435.0,12776.0,20553.0,937.36,1.82,1.89,12.53,1.954,0.044,2678.0,0
53830.0,1654714875.0,28.83,42.12,159.0,427.0,12772.0,20553.0,937.362,1.62,1.68,11.13,1.736,0.039,2688.0,0
53840.0,1654714885.0,26.47,46.04,178.0,439.0,12759.0,20539.0,937.352,1.69,1.76,11.65,1.817,0.041,2698.0,0
53850.0,1654714895.0,25.96,48.19,184.0,441.0,12762.0,20542.0,937.361,1.72,1.78,11.8,1.841,0.042,2708.0,0
53860.0,1654714905.0,25.75,48.85,175.0,437.0,12770.0,20551.0,937.343,1.84,1.91,12.65,1.972,0.045,2718.0,0
53870.0,1654714915.0,28.14,44.66,161.0,420.0,12774.0,20558.0,937.341,2.26,2.35,15.58,2.43,0.055,2728.0,0
53880.0,1654714925.0,28.6,42.75,153.0,417.0,12780.0,20561.0,937.332,2.04,2.12,14.05,2.191,0.049,2738.0,0
53890.0,1654714935.0,28.86,42.18,155.0,422.0,12772.0,20556.0,937.369,1.98,2.06,13.64,2.126,0.048,2748.0,0
53900.0,1654714945.0,26.5,46.04,166.0,428.0,12770.0,20556.0,937.348,1.5,1.56,10.34,1.613,0.036,2758.0,0
53910.0,1654714955.0,26.02,48.19,155.0,426.0,12773.0,20568.0,937.358,1.63,1.69,11.2,1.747,0.039,2768.0,0
53920.0,1654714965.0,25.78,48.96,153.0,418.0,12782.0,20571.0,937.381,1.6,1.66,11.01,1.717,0.039,2778.0,0
53930.0,1654714975.0,28.12,44.78,155.0,426.0,12777.0,20561.0,937.414,1.37,1.42,9.42,1.47,0.033,2788.0,0
53940.0,1654714985.0,28.62,42.81,149.0,413.0,12771.0,20561.0,937.416,1.68,1.74,11.54,1.8,0.041,2798.0,0
53950.0,1654714995.0,28.83,42.21,168.0,423.0,12771.0,20553.0,937.41,1.69,1.76,11.65,1.816,0.041,2808.0,0
53960.0,1654715005.0,26.47,46.1,187.0,451.0,12768.0,20535.0,937.387,1.53,1.59,10.5,1.638,0.037,2818.0,0
53970.0,1654715015.0,26.0,48.27,184.0,442.0,12767.0,20543.0,937.429,1.27,1.32,8.76,1.366,0.031,2828.0,0
53980.0,1654715025.0,25.77,48.97,178.0,427.0,12767.0,20540.0,937.429,1.34,1.39,9.21,1.437,0.032,2838.0,0
53990.0,1654715035.0,28.14,44.86,163.0,422.0,12779.0,20554.0,937.406,1.66,1.73,11.44,1.784,0.04,2848.0,0
