NO_ID,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,fire_alarm
57747.0,1655125169.0,2.405,47.08,107.0,404.0,12780.0,20642.0,937.558,1.86,1.93,12.77,1.991,0.045,861.0,0
57757.0,1655125179.0,1.897,41.96,76.0,400.0,12792.0,20673.0,937.542,2.05,2.13,14.14,2.205,0.05,871.0,0
57767.0,1655125189.0,1.395,40.82,68.0,400.0,12790.0,20670.0,937.563,2.13,2.21,14.63,2.281,0.052,881.0,0
57777.0,1655125199.0,0.899,40.35,76.0,400.0,12782.0,20665.0,937.534,2.0,2.07,13.74,2.142,0.048,891.0,0
57787.0,1655125209.0,0.41,45.29,83.0,404.0,12780.0,20669.0,937.545,2.08,2.16,14.31,2.232,0.05,901.0,0
57797.0,1655125219.0,-0.072,46.59,74.0,400.0,12785.0,20674.0,937.547,2.13,2.21,14.67,2.288,0.052,911.0,0
57807.0,1655125229.0,-0.547,47.19,75.0,400.0,12777.0,20669.0,937.561,2.0,2.07,13.74,2.143,0.048,921.0,0
57817.0,1655125239.0,-1.013,42.07,78.0,400.0,12791.0,20664.0,937.542,1.94,2.01,13.34,2.08,0.047,931.0,0
57827.0,1655125249.0,-1.471,40.91,54.0,400.0,12787.0,20686.0,937.549,1.75,1.82,12.05,1.88,0.042,941.0,0
57837.0,1655125259.0,-1.92,40.46,54.0,400.0,12788.0,20691.0,937.534,1.94,2.02,13.37,2.084,0.047,951.0,0
57847.0,1655125269.0,-2.36,45.37,101.0,403.0,12776.0,20636.0,937.513,2.25,2.34,15.47,2.412,0.054,961.0,0
57857.0,1655125279.0,-2.79,46.7,84.0,400.0,12788.0,20666.0,937.543,2.19,2.27,15.06,2.349,0.053,971.0,0
57867.0,1655125289.0,-3.21,47.28,82.0,400.0,12778.0,20661.0,937.531,2.3,2.39,15.84,2.471,0.056,981.0,0
57877.0,1655125299.0,-3.619,42.08,74.0,400.0,12789.0,20674.0,937.551,2.21,2.3,15.23,2.374,0.054,991.0,0
57887.0,1655125309.0,-4.017,40.93,65.0,400.0,12791.0,20673.0,937.52,2.1,2.18,14.47,2.256,0.051,1001.0,0
57897.0,1655125319.0,-4.403,40.49,63.0,400.0,12789.0,20682.0,937.528,2.03,2.11,13.95,2.176,0.049,1011.0,0
57907.0,1655125329.0,-4.778,45.42,67.0,400.0,12786.0,20674.0,937.53,2.27,2.35,15.59,2.431,0.055,1021.0,0
57917.0,1655125339.0,-5.14,46.78,64.0,400.0,12784.0,20684.0,937.503,1.95,2.03,13.42,2.092,0.047,1031.0,0
57927.0,1655125349.0,-5.49,47.36,67.0,400.0,12787.0,20676.0,937.467,1.85,1.92,12.73,1.985,0.045,1041.0,0
